
ELEMENT:
                                      Sn

SOURCE:
                           Tanuma, Powell and Penn
                    Surface Interface Anal. 21 (1994) 165.
                 IMFP values determined from TPP-2M equation
                                       

COMMENT:
                                  Grey  tin
                    1200.5                        29.03
                    1205.4                        29.12
                    1210.3                        29.21
                    1215.1                        29.30
                    1220.0                        29.40
                    1224.9                        29.49
                    1229.8                        29.58
                    1234.6                        29.67
                    1239.5                        29.76
                    1244.4                        29.85
                    1249.3                        29.94
                    1254.1                        30.03
                    1259.0                        30.12
                    1263.9                        30.21
                    1268.8                        30.30
                    1273.6                        30.39
                    1278.5                        30.48
                    1283.4                        30.57
                    1288.3                        30.66
                    1293.1                        30.75
                    1298.0                        30.84
                    1302.9                        30.93
                    1307.8                        31.02
                    1312.6                        31.11
                    1317.5                        31.20
                    1322.4                        31.29
                    1327.3                        31.38
                    1332.1                        31.47
                    1337.0                        31.56
                    1341.9                        31.65
                    1346.8                        31.74
                    1351.6                        31.83
                    1356.5                        31.92
                    1361.4                        32.01
                    1366.3                        32.10
                    1371.1                        32.19
                    1376.0                        32.28
                    1380.9                        32.37
                    1385.8                        32.46
                    1390.6                        32.55
                    1395.5                        32.64
                    1400.4                        32.73
                    1405.3                        32.82
                    1410.1                        32.90
                    1415.0                        32.99
                    1419.9                        33.08
                    1424.8                        33.17
                    1429.6                        33.26
                    1434.5                        33.35
                    1439.4                        33.44
                    1444.3                        33.53
                    1449.1                        33.62
                    1454.0                        33.70
                    1458.9                        33.79
                    1463.8                        33.88
                    1468.6                        33.97
                    1473.5                        34.06
                    1478.4                        34.15
                    1483.3                        34.24
                    1488.1                        34.32
                    1493.0                        34.41
                    1497.9                        34.50
                    1502.8                        34.59
                    1507.6                        34.68
                    1512.5                        34.76
                    1517.4                        34.85
                    1522.3                        34.94
                    1527.1                        35.03
                    1532.0                        35.12
                    1536.9                        35.20
                    1541.8                        35.29
                    1546.6                        35.38
                    1551.5                        35.47
                    1556.4                        35.56
                    1561.3                        35.64
                    1566.1                        35.73
                    1571.0                        35.82
                    1575.9                        35.91
                    1580.8                        35.99
                    1585.6                        36.08
                    1590.5                        36.17
                    1595.4                        36.26
                    1600.3                        36.34
                    1605.1                        36.43
                    1610.0                        36.52
                    1614.9                        36.60
                    1619.8                        36.69
                    1624.6                        36.78
                    1629.5                        36.87
                    1634.4                        36.95
                    1639.3                        37.04
                    1644.1                        37.13
                    1649.0                        37.21
                    1653.9                        37.30
                    1658.8                        37.39
                    1663.6                        37.48
                    1668.5                        37.56
                    1673.4                        37.65
                    1678.3                        37.74
                    1683.1                        37.82
                    1688.0                        37.91
                    1692.9                        38.00
                    1697.8                        38.08
                    1702.6                        38.17
                    1707.5                        38.26
                    1712.4                        38.34
                    1717.3                        38.43
                    1722.1                        38.51
                    1727.0                        38.60
                    1731.9                        38.69
                    1736.8                        38.77
                    1741.6                        38.86
                    1746.5                        38.95
                    1751.4                        39.03
                    1756.3                        39.12
                    1761.1                        39.20
                    1766.0                        39.29
                    1770.9                        39.38
                    1775.8                        39.46
                    1780.6                        39.55
                    1785.5                        39.63
                    1790.4                        39.72
                    1795.3                        39.81
                    1800.1                        39.89
                    1805.0                        39.98
                    1809.9                        40.06
                    1814.8                        40.15
                    1819.6                        40.23
                    1824.5                        40.32
                    1829.4                        40.41
                    1834.3                        40.49
                    1839.1                        40.58
                    1844.0                        40.66
                    1848.9                        40.75
                    1853.8                        40.83
                    1858.6                        40.92
                    1863.5                        41.00
                    1868.4                        41.09
                    1873.3                        41.18
                    1878.1                        41.26
                    1883.0                        41.35
                    1887.9                        41.43
                    1892.8                        41.52
                    1897.6                        41.60
                    1902.5                        41.69
                    1907.4                        41.77
                    1912.3                        41.86
                    1917.1                        41.94
                    1922.0                        42.03
                    1926.9                        42.11
                    1931.8                        42.20
                    1936.6                        42.28
                    1941.5                        42.37
                    1946.4                        42.45
                    1951.3                        42.54
                    1956.1                        42.62
                    1961.0                        42.71
                    1965.9                        42.79
                    1970.8                        42.88
                    1975.6                        42.96
                    1980.5                        43.04
                    1985.4                        43.13
                    1990.3                        43.21
                    1995.1                        43.30
                    2000.0                        43.38
